no;div;leg;distance;id_jour;id_loca;id_taxo;DW;LA
21;Div2;Leg-;9;43;RT21_d+9;Lol_peren;332.3;
21;Div2;Leg-;9;44;RT21_d+9;Lol_peren;348.4;
21;Div2;Leg-;12;43;RT21_d+12;Ger_disse;9.2000000000001;
21;Div2;Leg-;12;44;RT21_d+12;Ger_disse;14.24;
21;Div2;Leg-;15;43;RT21_d+15;Bra_napus;494.2;
21;Div2;Leg-;15;44;RT21_d+15;Bra_napus;841.399999999999;
21;Div2;Leg-;18;43;RT21_d+18;Ver_persi;12.6000000000002;
21;Div2;Leg-;18;44;RT21_d+18;Ver_persi;20.8600000000001;
21;Div2;Leg-;21;43;RT21_d+21;Lol_peren;322.7;
21;Div2;Leg-;21;44;RT21_d+21;Lol_peren;383.56;
21;Div2;Leg-;24;43;RT21_d+24;Ger_disse;10.3000000000002;
21;Div2;Leg-;24;44;RT21_d+24;Ger_disse;30.3199999999999;
22;Div3;Leg-;-24;43;RT22_d-24;Lol_peren;154.14;
22;Div3;Leg-;-21;43;RT22_d-21;Ger_disse;21.5099999999999;
22;Div3;Leg-;-18;43;RT22_d-18;Ver_persi;26.4700000000004;
22;Div3;Leg-;-15;43;RT22_d-15;Bra_napus;3293.5;
22;Div3;Leg-;-12;43;RT22_d-12;Lol_peren;365.22;
22;Div3;Leg-;-9;43;RT22_d-9;Ger_disse;8.49999999999995;
22;Div3;Leg-;-6;43;RT22_d-6;Ver_persi;63.4499999999999;
22;Div3;Leg-;-3;43;RT22_d-3;Lol_peren;420.6;
22;Div3;Leg-;0;43;RT22_d0;Bra_napus;446.09;
22;Div3;Leg-;6;43;RT22_d+6;Ver_persi;36.4400000000001;
22;Div3;Leg-;9;43;RT22_d+9;Lol_peren;246.83;
22;Div3;Leg-;12;43;RT22_d+12;Ger_disse;9.20999999999994;
22;Div3;Leg-;15;43;RT22_d+15;Bra_napus;774.2;
22;Div3;Leg-;18;43;RT22_d+18;Ver_persi;24.1500000000003;
22;Div3;Leg-;21;43;RT22_d+21;Lol_peren;240.91;
22;Div3;Leg-;24;43;RT22_d+24;Ger_disse;48.3499999999999;
23;Div0;Leg-;-24;43;RT23_d-24;Lol_peren;218.5;
23;Div0;Leg-;-21;43;RT23_d-21;Ger_disse;17.72;
23;Div0;Leg-;-18;43;RT23_d-18;Ver_persi;48.7999999999999;
23;Div0;Leg-;-15;43;RT23_d-15;Bra_napus;19.8900000000002;
23;Div0;Leg-;-12;43;RT23_d-12;Lol_peren;291.8;
23;Div0;Leg-;-9;43;RT23_d-9;Ger_disse;7.33000000000006;
23;Div0;Leg-;-6;43;RT23_d-6;Ver_persi;34.4999999999999;
23;Div0;Leg-;-3;43;RT23_d-3;Lol_peren;216.7;
23;Div0;Leg-;0;43;RT23_d0;Bra_napus;1588.793541;
23;Div0;Leg-;3;43;RT23_d+3;Ger_disse;69.2899999999997;
23;Div0;Leg-;6;43;RT23_d+6;Ver_persi;18.7200000000001;
23;Div0;Leg-;9;43;RT23_d+9;Lol_peren;401.2;
23;Div0;Leg-;12;43;RT23_d+12;Ger_disse;10.3600000000001;
23;Div0;Leg-;15;43;RT23_d+15;Bra_napus;1230.17;
23;Div0;Leg-;18;43;RT23_d+18;Ver_persi;46.0899999999998;
23;Div0;Leg-;21;43;RT23_d+21;Lol_peren;808.3;
23;Div0;Leg-;24;43;RT23_d+24;Ger_disse;44.1000000000002;
24;Div1;Leg-;-24;43;RT24_d-24;Lol_peren;181.91;
24;Div1;Leg-;-21;43;RT24_d-21;Ger_disse;13.87;
24;Div1;Leg-;-18;43;RT24_d-18;Ver_persi;10.9700000000001;
24;Div1;Leg-;-15;43;RT24_d-15;Bra_napus;521.71;
24;Div1;Leg-;-12;43;RT24_d-12;Lol_peren;193.69;
24;Div1;Leg-;-9;43;RT24_d-9;Ger_disse;32.6999999999998;
24;Div1;Leg-;-6;43;RT24_d-6;Ver_persi;41.3200000000002;
24;Div1;Leg-;-3;43;RT24_d-3;Lol_peren;59.7400000000003;
24;Div1;Leg-;0;43;RT24_d0;Bra_napus;3964.128491;
24;Div1;Leg-;3;43;RT24_d+3;Ger_disse;25.6000000000002;
24;Div1;Leg-;6;43;RT24_d+6;Ver_persi;31.5999999999998;
24;Div1;Leg-;9;43;RT24_d+9;Lol_peren;58.0999999999998;
24;Div1;Leg-;12;43;RT24_d+12;Ger_disse;15.6799999999999;
24;Div1;Leg-;15;43;RT24_d+15;Bra_napus;641.7;
24;Div1;Leg-;18;43;RT24_d+18;Ver_persi;13.1399999999999;
24;Div1;Leg-;21;43;RT24_d+21;Lol_peren;254.39;
25;Div2;Leg-;-24;43;RT25_d-24;Lol_peren;43.86;
25;Div2;Leg-;-21;43;RT25_d-21;Ger_disse;4.39999999999996;
25;Div2;Leg-;-18;43;RT25_d-18;Ver_persi;9.50999999999991;
25;Div2;Leg-;-15;43;RT25_d-15;Bra_napus;1846.8;
25;Div2;Leg-;-12;43;RT25_d-12;Lol_peren;110.959999999999;
25;Div2;Leg-;-9;43;RT25_d-9;Ger_disse;20.6899999999999;
25;Div2;Leg-;-6;43;RT25_d-6;Ver_persi;3.02000000000017;
25;Div2;Leg-;-3;43;RT25_d-3;Lol_peren;25.6200000000002;
25;Div2;Leg-;0;43;RT25_d0;Bra_napus;1777.2;
25;Div2;Leg-;3;43;RT25_d+3;Ger_disse;2.43999999999978;
25;Div2;Leg-;6;43;RT25_d+6;Ver_persi;1.41000000000036;
25;Div2;Leg-;9;43;RT25_d+9;Lol_peren;583.3;
25;Div2;Leg-;12;43;RT25_d+12;Ger_disse;12.3500000000001;
25;Div2;Leg-;15;43;RT25_d+15;Bra_napus;1307.7;
25;Div2;Leg-;18;43;RT25_d+18;Ver_persi;25.09;
25;Div2;Leg-;21;43;RT25_d+21;Lol_peren;669.3;
25;Div2;Leg-;24;43;RT25_d+24;Ger_disse;2.27999999999983;
26;Div3;Leg-;-24;42;RT26_d-24;Lol_peren;86.0800000000003;
26;Div3;Leg-;-21;42;RT26_d-21;Ger_disse;9.14000000000015;
26;Div3;Leg-;-18;42;RT26_d-18;Ver_persi;11.9200000000002;
26;Div3;Leg-;-15;42;RT26_d-15;Bra_napus;1017.81;
26;Div3;Leg-;-12;42;RT26_d-12;Lol_peren;57.5899999999997;
26;Div3;Leg-;-6;42;RT26_d-6;Ver_persi;10.1;
26;Div3;Leg-;-3;42;RT26_d-3;Lol_peren;162.569999999999;
26;Div3;Leg-;0;42;RT26_d0;Bra_napus;2026.46;
26;Div3;Leg-;3;42;RT26_d+3;Ger_disse;64.11;
26;Div3;Leg-;6;42;RT26_d+6;Ver_persi;63.0499999999996;
26;Div3;Leg-;9;42;RT26_d+9;Lol_peren;308.32;
26;Div3;Leg-;12;42;RT26_d+12;Ger_disse;44.3799999999999;
26;Div3;Leg-;15;42;RT26_d+15;Bra_napus;754.599999999999;
26;Div3;Leg-;18;42;RT26_d+18;Ver_persi;8.49999999999973;
26;Div3;Leg-;21;42;RT26_d+21;Lol_peren;357.82;
26;Div3;Leg-;24;42;RT26_d+24;Ger_disse;16.33;
27;Div0;Leg-;-24;42;RT27_d-24;Lol_peren;177.38;
27;Div0;Leg-;-21;42;RT27_d-21;Ger_disse;11.3300000000001;
27;Div0;Leg-;-18;42;RT27_d-18;Ver_persi;4.55000000000005;
27;Div0;Leg-;-15;42;RT27_d-15;Bra_napus;1163.99;
27;Div0;Leg-;-12;42;RT27_d-12;Lol_peren;274.63;
27;Div0;Leg-;-9;42;RT27_d-9;Ger_disse;8.19000000000014;
27;Div0;Leg-;-6;42;RT27_d-6;Ver_persi;2.27000000000022;
27;Div0;Leg-;-3;42;RT27_d-3;Lol_peren;379.1;
27;Div0;Leg-;0;42;RT27_d0;Bra_napus;2120.48;
27;Div0;Leg-;3;42;RT27_d+3;Ger_disse;18.17;
27;Div0;Leg-;6;42;RT27_d+6;Ver_persi;18.3999999999997;
27;Div0;Leg-;9;42;RT27_d+9;Lol_peren;243.66;
27;Div0;Leg-;12;42;RT27_d+12;Ger_disse;17.32;
27;Div0;Leg-;15;42;RT27_d+15;Bra_napus;2980.22;
27;Div0;Leg-;18;42;RT27_d+18;Ver_persi;14.51;
27;Div0;Leg-;21;42;RT27_d+21;Lol_peren;121.71;
27;Div0;Leg-;24;42;RT27_d+24;Ger_disse;59.0500000000001;
28;Div1;Leg-;-24;42;RT28_d-24;Lol_peren;150.2;
28;Div1;Leg-;-21;42;RT28_d-21;Ger_disse;28.0799999999999;
28;Div1;Leg-;-18;42;RT28_d-18;Ver_persi;39.2699999999999;
28;Div1;Leg-;-15;42;RT28_d-15;Bra_napus;1248.04;
28;Div1;Leg-;-12;42;RT28_d-12;Lol_peren;96.5000000000001;
28;Div1;Leg-;-9;42;RT28_d-9;Ger_disse;22.9000000000002;
28;Div1;Leg-;-6;42;RT28_d-6;Ver_persi;18.23;
28;Div1;Leg-;-3;42;RT28_d-3;Lol_peren;562.89;
28;Div1;Leg-;0;42;RT28_d0;Bra_napus;778.249999999999;
28;Div1;Leg-;3;42;RT28_d+3;Ger_disse;16.9900000000001;
28;Div1;Leg-;6;42;RT28_d+6;Ver_persi;29.6399999999999;
28;Div1;Leg-;9;42;RT28_d+9;Lol_peren;690.35;
28;Div1;Leg-;12;42;RT28_d+12;Ger_disse;11.8100000000001;
28;Div1;Leg-;15;42;RT28_d+15;Bra_napus;1656.13;
28;Div1;Leg-;18;42;RT28_d+18;Ver_persi;19.4099999999999;
28;Div1;Leg-;21;42;RT28_d+21;Lol_peren;878.07;
28;Div1;Leg-;24;42;RT28_d+24;Ger_disse;22.3799999999998;
29;Div2;Leg-;-24;42;RT29_d-24;Lol_peren;130.16;
29;Div2;Leg-;-21;42;RT29_d-21;Ger_disse;19.4700000000001;
29;Div2;Leg-;-18;42;RT29_d-18;Ver_persi;23.19;
29;Div2;Leg-;-15;42;RT29_d-15;Bra_napus;2184.51;
29;Div2;Leg-;-12;42;RT29_d-12;Lol_peren;115.2;
29;Div2;Leg-;-9;42;RT29_d-9;Ger_disse;27.93;
29;Div2;Leg-;-6;42;RT29_d-6;Ver_persi;2.46999999999997;
29;Div2;Leg-;-3;42;RT29_d-3;Lol_peren;197.19;
29;Div2;Leg-;0;42;RT29_d0;Bra_napus;1917.42;
29;Div2;Leg-;3;42;RT29_d+3;Ger_disse;24.8500000000001;
29;Div2;Leg-;6;42;RT29_d+6;Ver_persi;37.9700000000002;
29;Div2;Leg-;9;42;RT29_d+9;Lol_peren;392.57;
29;Div2;Leg-;12;42;RT29_d+12;Ger_disse;13.8100000000001;
29;Div2;Leg-;15;42;RT29_d+15;Bra_napus;1200.78;
29;Div2;Leg-;18;42;RT29_d+18;Ver_persi;17.9100000000001;
29;Div2;Leg-;21;42;RT29_d+21;Lol_peren;259.28;
29;Div2;Leg-;24;42;RT29_d+24;Ger_disse;24.9999999999997;
30;Div3;Leg-;-24;42;RT30_d-24;Lol_peren;229.89;
30;Div3;Leg-;-21;42;RT30_d-21;Ger_disse;13.5700000000001;
30;Div3;Leg-;-18;42;RT30_d-18;Ver_persi;22.3400000000002;
30;Div3;Leg-;-15;42;RT30_d-15;Bra_napus;2570.44;
30;Div3;Leg-;-12;42;RT30_d-12;Lol_peren;251.26;
30;Div3;Leg-;-9;42;RT30_d-9;Ger_disse;9.06000000000007;
30;Div3;Leg-;-6;42;RT30_d-6;Ver_persi;49.69;
30;Div3;Leg-;-3;42;RT30_d-3;Lol_peren;189.64;
30;Div3;Leg-;0;42;RT30_d0;Bra_napus;1207.47;
30;Div3;Leg-;3;42;RT30_d+3;Ger_disse;19.3000000000001;
30;Div3;Leg-;6;42;RT30_d+6;Ver_persi;51.2700000000001;
30;Div3;Leg-;9;42;RT30_d+9;Lol_peren;155.14;
30;Div3;Leg-;12;42;RT30_d+12;Ger_disse;22.54;
30;Div3;Leg-;15;42;RT30_d+15;Bra_napus;2118.44;
30;Div3;Leg-;18;42;RT30_d+18;Ver_persi;41.1000000000001;
30;Div3;Leg-;21;42;RT30_d+21;Lol_peren;260.19;
30;Div3;Leg-;24;42;RT30_d+24;Ger_disse;16.0199999999997;
31;Div2;Leg+;-24;42;RT31_d-24;Tri_alexa;151.679999999999;
31;Div2;Leg+;-21;42;RT31_d-21;Ger_disse;17.1700000000001;
31;Div2;Leg+;-18;42;RT31_d-18;Tri_alexa;72.39;
31;Div2;Leg+;-15;42;RT31_d-15;Bra_napus;1890.09;
31;Div2;Leg+;-12;42;RT31_d-12;Lol_peren;152.46;
31;Div2;Leg+;-9;42;RT31_d-9;Tri_alexa;20.6600000000001;
31;Div2;Leg+;-6;42;RT31_d-6;Ver_persi;3.83;
31;Div2;Leg+;-3;42;RT31_d-3;Tri_alexa;21.0799999999997;
31;Div2;Leg+;0;42;RT31_d0;Bra_napus;3767.1;
31;Div2;Leg+;3;42;RT31_d+3;Ger_disse;8.19999999999998;
31;Div2;Leg+;6;42;RT31_d+6;Tri_alexa;88.0300000000004;
31;Div2;Leg+;9;42;RT31_d+9;Lol_peren;37.14;
31;Div2;Leg+;12;42;RT31_d+12;Tri_alexa;27.2799999999999;
31;Div2;Leg+;15;42;RT31_d+15;Bra_napus;1401.58;
31;Div2;Leg+;18;42;RT31_d+18;Ver_persi;36.7900000000001;
31;Div2;Leg+;21;42;RT31_d+21;Tri_alexa;76.5800000000001;
31;Div2;Leg+;24;42;RT31_d+24;Ger_disse;32.0400000000001;
32;Div3;Leg+;-24;42;RT32_d-24;Tri_alexa;64.2499999999998;
32;Div3;Leg+;-21;42;RT32_d-21;Ger_disse;16.1299999999999;
32;Div3;Leg+;-18;42;RT32_d-18;Tri_alexa;24.3300000000002;
32;Div3;Leg+;-15;42;RT32_d-15;Bra_napus;5156.1;
32;Div3;Leg+;-12;42;RT32_d-12;Lol_peren;191.02;
32;Div3;Leg+;-9;42;RT32_d-9;Tri_alexa;42.6800000000002;
32;Div3;Leg+;0;42;RT32_d0;Bra_napus;479.37;
32;Div3;Leg+;3;42;RT32_d+3;Ger_disse;23.0899999999998;
32;Div3;Leg+;6;42;RT32_d+6;Tri_alexa;67.8700000000003;
32;Div3;Leg+;9;42;RT32_d+9;Lol_peren;103.54;
32;Div3;Leg+;12;42;RT32_d+12;Tri_alexa;84.1800000000001;
32;Div3;Leg+;15;42;RT32_d+15;Bra_napus;1309.43;
32;Div3;Leg+;18;42;RT32_d+18;Ver_persi;13.3600000000003;
32;Div3;Leg+;21;42;RT32_d+21;Tri_alexa;224.14;
32;Div3;Leg+;24;42;RT32_d+24;Ger_disse;46.37;
33;Div0;Leg+;-24;42;RT33_d-24;Tri_alexa;221.91;
33;Div0;Leg+;-21;42;RT33_d-21;Ger_disse;15.8900000000002;
33;Div0;Leg+;-18;42;RT33_d-18;Tri_alexa;133.94;
33;Div0;Leg+;-15;42;RT33_d-15;Bra_napus;1946.42;
33;Div0;Leg+;-12;42;RT33_d-12;Lol_peren;206.51;
33;Div0;Leg+;-9;42;RT33_d-9;Tri_alexa;18.7900000000003;
33;Div0;Leg+;-6;42;RT33_d-6;Ver_persi;27.5299999999996;
33;Div0;Leg+;-3;42;RT33_d-3;Tri_alexa;51.1599999999999;
33;Div0;Leg+;0;42;RT33_d0;Bra_napus;1900.31;
33;Div0;Leg+;3;42;RT33_d+3;Ger_disse;9.30999999999993;
33;Div0;Leg+;9;42;RT33_d+9;Lol_peren;93.9399999999999;
33;Div0;Leg+;12;42;RT33_d+12;Tri_alexa;39.8600000000002;
33;Div0;Leg+;15;42;RT33_d+15;Bra_napus;1527.28;
33;Div0;Leg+;18;42;RT33_d+18;Ver_persi;31.76;
33;Div0;Leg+;21;42;RT33_d+21;Tri_alexa;25.4400000000003;
33;Div0;Leg+;24;42;RT33_d+24;Ger_disse;42.9899999999999;
34;Div1;Leg+;-24;42;RT34_d-24;Tri_alexa;33.1499999999996;
34;Div1;Leg+;-21;42;RT34_d-21;Ger_disse;35.52;
34;Div1;Leg+;-18;42;RT34_d-18;Tri_alexa;26.9000000000001;
34;Div1;Leg+;-15;42;RT34_d-15;Bra_napus;3101.83;
34;Div1;Leg+;-12;42;RT34_d-12;Lol_peren;172.65;
34;Div1;Leg+;-9;42;RT34_d-9;Tri_alexa;36.9399999999996;
34;Div1;Leg+;-6;42;RT34_d-6;Ver_persi;49.5800000000003;
34;Div1;Leg+;0;42;RT34_d0;Bra_napus;2172.632738;
34;Div1;Leg+;3;42;RT34_d+3;Ger_disse;30;
34;Div1;Leg+;6;42;RT34_d+6;Tri_alexa;8.72000000000006;
34;Div1;Leg+;9;42;RT34_d+9;Lol_peren;64.0700000000004;
34;Div1;Leg+;12;42;RT34_d+12;Tri_alexa;26.6199999999999;
34;Div1;Leg+;15;42;RT34_d+15;Bra_napus;1454.58;
34;Div1;Leg+;18;42;RT34_d+18;Ver_persi;66.6;
34;Div1;Leg+;21;42;RT34_d+21;Tri_alexa;100.42;
34;Div1;Leg+;24;42;RT34_d+24;Ger_disse;24.4299999999995;
35;Div2;Leg+;-24;42;RT35_d-24;Tri_alexa;35.3999999999998;
35;Div2;Leg+;-21;42;RT35_d-21;Ger_disse;16.1499999999999;
35;Div2;Leg+;-18;42;RT35_d-18;Tri_alexa;28.6000000000004;
35;Div2;Leg+;-15;42;RT35_d-15;Bra_napus;1405.1;
35;Div2;Leg+;-12;42;RT35_d-12;Lol_peren;164.9;
35;Div2;Leg+;-9;42;RT35_d-9;Tri_alexa;37.5000000000002;
35;Div2;Leg+;-6;42;RT35_d-6;Ver_persi;53.2399999999997;
35;Div2;Leg+;-3;42;RT35_d-3;Tri_alexa;81.2899999999998;
35;Div2;Leg+;0;42;RT35_d0;Bra_napus;1929.3;
35;Div2;Leg+;3;42;RT35_d+3;Ger_disse;8.76000000000019;
35;Div2;Leg+;9;42;RT35_d+9;Lol_peren;50.1999999999998;
35;Div2;Leg+;12;42;RT35_d+12;Tri_alexa;19.5999999999997;
35;Div2;Leg+;15;42;RT35_d+15;Bra_napus;2609.4;
35;Div2;Leg+;18;42;RT35_d+18;Ver_persi;6.1199999999999;
35;Div2;Leg+;21;42;RT35_d+21;Tri_alexa;71.1000000000004;
36;Div3;Leg+;-24;43;RT36_d-24;Tri_alexa;277.07;
36;Div3;Leg+;-21;43;RT36_d-21;Ger_disse;176.44;
36;Div3;Leg+;-18;43;RT36_d-18;Tri_alexa;18.84;
36;Div3;Leg+;-15;43;RT36_d-15;Bra_napus;986.239999999999;
36;Div3;Leg+;-12;43;RT36_d-12;Lol_peren;785.1;
36;Div3;Leg+;-9;43;RT36_d-9;Tri_alexa;91.5199999999998;
36;Div3;Leg+;-6;43;RT36_d-6;Ver_persi;26.0100000000001;
36;Div3;Leg+;-3;43;RT36_d-3;Tri_alexa;210.57;
36;Div3;Leg+;3;43;RT36_d+3;Ger_disse;108.17;
36;Div3;Leg+;6;43;RT36_d+6;Tri_alexa;38.0900000000002;
36;Div3;Leg+;9;43;RT36_d+9;Lol_peren;199.43;
36;Div3;Leg+;12;43;RT36_d+12;Tri_alexa;87.9400000000001;
36;Div3;Leg+;15;43;RT36_d+15;Bra_napus;3243;
36;Div3;Leg+;18;43;RT36_d+18;Ver_persi;9.81999999999994;
36;Div3;Leg+;21;43;RT36_d+21;Tri_alexa;242.86;
36;Div3;Leg+;24;43;RT36_d+24;Ger_disse;105.89;
37;Div0;Leg+;-24;43;RT37_d-24;Tri_alexa;140.98;
37;Div0;Leg+;-21;43;RT37_d-21;Ger_disse;18.8700000000002;
37;Div0;Leg+;-18;43;RT37_d-18;Tri_alexa;32.2499999999999;
37;Div0;Leg+;-15;43;RT37_d-15;Bra_napus;222.95;
37;Div0;Leg+;-12;43;RT37_d-12;Lol_peren;220.43;
37;Div0;Leg+;-9;43;RT37_d-9;Tri_alexa;82.1600000000005;
37;Div0;Leg+;-6;43;RT37_d-6;Ver_persi;28.4499999999998;
37;Div0;Leg+;-3;43;RT37_d-3;Tri_alexa;81.0100000000005;
37;Div0;Leg+;0;43;RT37_d0;Bra_napus;2534.4;
37;Div0;Leg+;6;43;RT37_d+6;Tri_alexa;114.45;
37;Div0;Leg+;9;43;RT37_d+9;Lol_peren;186.12;
37;Div0;Leg+;12;43;RT37_d+12;Tri_alexa;148.47;
37;Div0;Leg+;15;43;RT37_d+15;Bra_napus;1580.4;
37;Div0;Leg+;18;43;RT37_d+18;Ver_persi;6.3899999999999;
37;Div0;Leg+;21;43;RT37_d+21;Tri_alexa;65.7699999999998;
38;Div1;Leg+;-24;43;RT38_d-24;Tri_alexa;146.04;
38;Div1;Leg+;-21;43;RT38_d-21;Ger_disse;26.17;
38;Div1;Leg+;-18;43;RT38_d-18;Tri_alexa;326.13;
38;Div1;Leg+;-15;43;RT38_d-15;Bra_napus;667.95;
38;Div1;Leg+;-12;43;RT38_d-12;Lol_peren;166.73;
38;Div1;Leg+;-9;43;RT38_d-9;Tri_alexa;24.4599999999999;
38;Div1;Leg+;-6;43;RT38_d-6;Ver_persi;130.27;
38;Div1;Leg+;-3;43;RT38_d-3;Tri_alexa;32.9500000000003;
38;Div1;Leg+;0;43;RT38_d0;Bra_napus;1391.8;
38;Div1;Leg+;6;43;RT38_d+6;Tri_alexa;38.51;
38;Div1;Leg+;9;43;RT38_d+9;Lol_peren;94.7;
38;Div1;Leg+;15;43;RT38_d+15;Bra_napus;3262.5;
38;Div1;Leg+;18;43;RT38_d+18;Ver_persi;6.10000000000021;
38;Div1;Leg+;24;43;RT38_d+24;Ger_disse;17.3800000000002;
39;Div2;Leg+;-24;44;RT39_d-24;Tri_alexa;37.7099999999999;
39;Div2;Leg+;-21;44;RT39_d-21;Ger_disse;13.15;
39;Div2;Leg+;-18;44;RT39_d-18;Tri_alexa;148.52;
39;Div2;Leg+;-15;44;RT39_d-15;Bra_napus;1971.7;
39;Div2;Leg+;-12;44;RT39_d-12;Lol_peren;301.96;
39;Div2;Leg+;-9;44;RT39_d-9;Tri_alexa;224.05;
39;Div2;Leg+;-3;44;RT39_d-3;Tri_alexa;68.2200000000001;
39;Div2;Leg+;0;44;RT39_d0;Bra_napus;1134.32;
39;Div2;Leg+;3;44;RT39_d+3;Ger_disse;21.0400000000002;
39;Div2;Leg+;6;44;RT39_d+6;Tri_alexa;90.9800000000005;
39;Div2;Leg+;9;44;RT39_d+9;Lol_peren;223.1;
39;Div2;Leg+;12;44;RT39_d+12;Tri_alexa;50.8800000000002;
39;Div2;Leg+;15;44;RT39_d+15;Bra_napus;1815.9;
39;Div2;Leg+;18;44;RT39_d+18;Ver_persi;16.16;
39;Div2;Leg+;21;44;RT39_d+21;Tri_alexa;81.1799999999996;
39;Div2;Leg+;24;44;RT39_d+24;Ger_disse;67.9899999999999;
40;Div3;Leg+;-21;44;RT40_d-21;Ger_disse;19.2399999999999;
40;Div3;Leg+;-18;44;RT40_d-18;Tri_alexa;172.24;
40;Div3;Leg+;-15;44;RT40_d-15;Bra_napus;2488.03;
40;Div3;Leg+;-12;44;RT40_d-12;Lol_peren;381.95;
40;Div3;Leg+;-9;44;RT40_d-9;Tri_alexa;68.05;
40;Div3;Leg+;0;44;RT40_d0;Bra_napus;1592.7;
40;Div3;Leg+;3;44;RT40_d+3;Ger_disse;49.1200000000003;
40;Div3;Leg+;6;44;RT40_d+6;Tri_alexa;32.42;
40;Div3;Leg+;9;44;RT40_d+9;Lol_peren;288.24;
40;Div3;Leg+;12;44;RT40_d+12;Tri_alexa;152.36;
40;Div3;Leg+;15;44;RT40_d+15;Bra_napus;2898.3;
40;Div3;Leg+;18;44;RT40_d+18;Ver_persi;45.0500000000002;
40;Div3;Leg+;24;44;RT40_d+24;Ger_disse;42.5099999999999;
41;Div1;Leg-;-24;42;RT41_d-24;Lol_peren;450.01;
41;Div1;Leg-;-21;42;RT41_d-21;Ger_disse;47.4299999999997;
41;Div1;Leg-;-18;42;RT41_d-18;Ver_persi;51.4199999999998;
41;Div1;Leg-;-15;42;RT41_d-15;Bra_napus;717.65;
41;Div1;Leg-;-12;42;RT41_d-12;Lol_peren;123.669999999999;
41;Div1;Leg-;-9;42;RT41_d-9;Ger_disse;18.5199999999998;
41;Div1;Leg-;-6;42;RT41_d-6;Ver_persi;18.09;
41;Div1;Leg-;-3;42;RT41_d-3;Lol_peren;238.1;
41;Div1;Leg-;0;42;RT41_d0;Bra_napus;1527.33;
41;Div1;Leg-;3;42;RT41_d+3;Ger_disse;10.9000000000001;
41;Div1;Leg-;6;42;RT41_d+6;Ver_persi;59.5300000000001;
41;Div1;Leg-;9;42;RT41_d+9;Lol_peren;445.74;
41;Div1;Leg-;12;42;RT41_d+12;Ger_disse;3.42999999999993;
41;Div1;Leg-;15;42;RT41_d+15;Bra_napus;1446.08;
41;Div1;Leg-;18;42;RT41_d+18;Ver_persi;42.2700000000001;
41;Div1;Leg-;21;42;RT41_d+21;Lol_peren;313.9;
41;Div1;Leg-;24;42;RT41_d+24;Ger_disse;26.6200000000001;
42;Div2;Leg+;-24;42;RT42_d-24;Tri_alexa;79.6100000000002;
42;Div2;Leg+;-21;42;RT42_d-21;Ger_disse;90.36;
42;Div2;Leg+;-15;42;RT42_d-15;Bra_napus;2355.7;
42;Div2;Leg+;-12;42;RT42_d-12;Lol_peren;445.76;
42;Div2;Leg+;-9;42;RT42_d-9;Tri_alexa;106.06;
42;Div2;Leg+;0;42;RT42_d0;Bra_napus;813.529999999999;
42;Div2;Leg+;3;42;RT42_d+3;Ger_disse;33.9499999999997;
42;Div2;Leg+;6;42;RT42_d+6;Tri_alexa;136.6;
42;Div2;Leg+;9;42;RT42_d+9;Lol_peren;554.7;
42;Div2;Leg+;15;42;RT42_d+15;Bra_napus;1183.97;
42;Div2;Leg+;18;42;RT42_d+18;Ver_persi;25.9100000000001;
42;Div2;Leg+;21;42;RT42_d+21;Tri_alexa;318.53;
42;Div2;Leg+;24;42;RT42_d+24;Ger_disse;32.71;
