RT;div;leg;distance;id_jour;id_loca;id_taxo;RLMax
23;Div0;Leg-;-3;43;RT23_d-3;Lol_peren;57.2
23;Div0;Leg-;0;43;RT23_d0;Bra_napus;96.2
23;Div0;Leg-;3;43;RT23_d+3;Ger_disse;54.3
23;Div0;Leg-;6;43;RT23_d+6;Ver_persi;11.7
23;Div0;Leg-;9;43;RT23_d+9;Lol_peren;65.3
23;Div0;Leg-;12;43;RT23_d+12;Ger_disse;5.5
23;Div0;Leg-;15;43;RT23_d+15;Bra_napus;79.1
23;Div0;Leg-;18;43;RT23_d+18;Ver_persi;10.4
23;Div0;Leg-;21;43;RT23_d+21;Lol_peren;68.4
23;Div0;Leg-;24;43;RT23_d+24;Ger_disse;25
24;Div1;Leg-;-24;43;RT24_d-24;Lol_peren;46.4
24;Div1;Leg-;-21;43;RT24_d-21;Ger_disse;7.7
24;Div1;Leg-;-18;43;RT24_d-18;Ver_persi;11.3
24;Div1;Leg-;-15;43;RT24_d-15;Bra_napus;75.9
24;Div1;Leg-;-12;43;RT24_d-12;Lol_peren;17.3
24;Div1;Leg-;-9;43;RT24_d-9;Ger_disse;14.4
24;Div1;Leg-;-6;43;RT24_d-6;Ver_persi;11.2
24;Div1;Leg-;-3;43;RT24_d-3;Lol_peren;29.4
24;Div1;Leg-;0;43;RT24_d0;Bra_napus;88.7
24;Div1;Leg-;3;43;RT24_d+3;Ger_disse;14.6
24;Div1;Leg-;6;43;RT24_d+6;Ver_persi;22.6
24;Div1;Leg-;9;43;RT24_d+9;Lol_peren;18.6
24;Div1;Leg-;12;43;RT24_d+12;Ger_disse;10
24;Div1;Leg-;15;43;RT24_d+15;Bra_napus;75
24;Div1;Leg-;18;43;RT24_d+18;Ver_persi;13.6
24;Div1;Leg-;21;43;RT24_d+21;Lol_peren;82.6
25;Div2;Leg-;-24;43;RT25_d-24;Lol_peren;10.2
25;Div2;Leg-;-21;43;RT25_d-21;Ger_disse;7.2
25;Div2;Leg-;-18;43;RT25_d-18;Ver_persi;13
25;Div2;Leg-;-15;43;RT25_d-15;Bra_napus;79
25;Div2;Leg-;-12;43;RT25_d-12;Lol_peren;35.3
25;Div2;Leg-;-9;43;RT25_d-9;Ger_disse;17.1
25;Div2;Leg-;-6;43;RT25_d-6;Ver_persi;6.9
25;Div2;Leg-;-3;43;RT25_d-3;Lol_peren;17.2
25;Div2;Leg-;0;43;RT25_d0;Bra_napus;71
25;Div2;Leg-;3;43;RT25_d+3;Ger_disse;3.7
25;Div2;Leg-;6;43;RT25_d+6;Ver_persi;2.9
25;Div2;Leg-;9;43;RT25_d+9;Lol_peren;54.1
25;Div2;Leg-;12;43;RT25_d+12;Ger_disse;9.6
25;Div2;Leg-;15;43;RT25_d+15;Bra_napus;65.2
25;Div2;Leg-;18;43;RT25_d+18;Ver_persi;16.1
25;Div2;Leg-;21;43;RT25_d+21;Lol_peren;57.6
25;Div2;Leg-;24;43;RT25_d+24;Ger_disse;4.7
26;Div3;Leg-;-24;42;RT26_d-24;Lol_peren;29.6
26;Div3;Leg-;-21;42;RT26_d-21;Ger_disse;5.2
26;Div3;Leg-;-18;42;RT26_d-18;Ver_persi;8.5
26;Div3;Leg-;-15;42;RT26_d-15;Bra_napus;57.4
26;Div3;Leg-;-12;42;RT26_d-12;Lol_peren;20.1
26;Div3;Leg-;-6;42;RT26_d-6;Ver_persi;13
26;Div3;Leg-;-3;42;RT26_d-3;Lol_peren;62.4
26;Div3;Leg-;0;42;RT26_d0;Bra_napus;84.3
26;Div3;Leg-;3;42;RT26_d+3;Ger_disse;35.5
26;Div3;Leg-;6;42;RT26_d+6;Ver_persi;18.6
26;Div3;Leg-;9;42;RT26_d+9;Lol_peren;54.9
26;Div3;Leg-;12;42;RT26_d+12;Ger_disse;16.7
26;Div3;Leg-;15;42;RT26_d+15;Bra_napus;69.7
26;Div3;Leg-;18;42;RT26_d+18;Ver_persi;10.6
26;Div3;Leg-;21;42;RT26_d+21;Lol_peren;45.6
26;Div3;Leg-;24;42;RT26_d+24;Ger_disse;8.9
27;Div0;Leg-;-24;42;RT27_d-24;Lol_peren;49.4
27;Div0;Leg-;-21;42;RT27_d-21;Ger_disse;9.9
27;Div0;Leg-;-18;42;RT27_d-18;Ver_persi;8.2
27;Div0;Leg-;-15;42;RT27_d-15;Bra_napus;84
27;Div0;Leg-;-12;42;RT27_d-12;Lol_peren;38.8
27;Div0;Leg-;-9;42;RT27_d-9;Ger_disse;15.8
27;Div0;Leg-;-6;42;RT27_d-6;Ver_persi;4.9
27;Div0;Leg-;-3;42;RT27_d-3;Lol_peren;66.7
27;Div0;Leg-;0;42;RT27_d0;Bra_napus;96.5
27;Div0;Leg-;3;42;RT27_d+3;Ger_disse;23.6
27;Div0;Leg-;6;42;RT27_d+6;Ver_persi;18.1
27;Div0;Leg-;9;42;RT27_d+9;Lol_peren;46.3
27;Div0;Leg-;12;42;RT27_d+12;Ger_disse;19.4
27;Div0;Leg-;15;42;RT27_d+15;Bra_napus;94
27;Div0;Leg-;18;42;RT27_d+18;Ver_persi;17.2
27;Div0;Leg-;21;42;RT27_d+21;Lol_peren;60.4
27;Div0;Leg-;24;42;RT27_d+24;Ger_disse;24.3
28;Div1;Leg-;-24;42;RT28_d-24;Lol_peren;54.4
28;Div1;Leg-;-21;42;RT28_d-21;Ger_disse;21.2
28;Div1;Leg-;-18;42;RT28_d-18;Ver_persi;24.5
28;Div1;Leg-;-15;42;RT28_d-15;Bra_napus;74.5
28;Div1;Leg-;-12;42;RT28_d-12;Lol_peren;22.7
28;Div1;Leg-;-9;42;RT28_d-9;Ger_disse;10
28;Div1;Leg-;-6;42;RT28_d-6;Ver_persi;19.8
28;Div1;Leg-;-3;42;RT28_d-3;Lol_peren;58.6
28;Div1;Leg-;0;42;RT28_d0;Bra_napus;68
28;Div1;Leg-;3;42;RT28_d+3;Ger_disse;9.8
28;Div1;Leg-;6;42;RT28_d+6;Ver_persi;26.6
28;Div1;Leg-;9;42;RT28_d+9;Lol_peren;39.2
28;Div1;Leg-;12;42;RT28_d+12;Ger_disse;11.5
28;Div1;Leg-;15;42;RT28_d+15;Bra_napus;71
28;Div1;Leg-;18;42;RT28_d+18;Ver_persi;15.6
28;Div1;Leg-;21;42;RT28_d+21;Lol_peren;39.8
28;Div1;Leg-;24;42;RT28_d+24;Ger_disse;7.1
29;Div2;Leg-;-24;42;RT29_d-24;Lol_peren;27.5
29;Div2;Leg-;-21;42;RT29_d-21;Ger_disse;9
29;Div2;Leg-;-18;42;RT29_d-18;Ver_persi;16
29;Div2;Leg-;-15;42;RT29_d-15;Bra_napus;86.5
29;Div2;Leg-;-12;42;RT29_d-12;Lol_peren;46
29;Div2;Leg-;-9;42;RT29_d-9;Ger_disse;14.4
29;Div2;Leg-;-6;42;RT29_d-6;Ver_persi;7
29;Div2;Leg-;-3;42;RT29_d-3;Lol_peren;16.3
29;Div2;Leg-;0;42;RT29_d0;Bra_napus;83
29;Div2;Leg-;3;42;RT29_d+3;Ger_disse;12
29;Div2;Leg-;6;42;RT29_d+6;Ver_persi;13.7
29;Div2;Leg-;9;42;RT29_d+9;Lol_peren;33
29;Div2;Leg-;12;42;RT29_d+12;Ger_disse;9.3
29;Div2;Leg-;15;42;RT29_d+15;Bra_napus;65
29;Div2;Leg-;18;42;RT29_d+18;Ver_persi;17
29;Div2;Leg-;21;42;RT29_d+21;Lol_peren;35
29;Div2;Leg-;24;42;RT29_d+24;Ger_disse;13.2
30;Div3;Leg-;-24;42;RT30_d-24;Lol_peren;58.1
30;Div3;Leg-;-21;42;RT30_d-21;Ger_disse;7
30;Div3;Leg-;-18;42;RT30_d-18;Ver_persi;11
30;Div3;Leg-;-15;42;RT30_d-15;Bra_napus;75.3
30;Div3;Leg-;-12;42;RT30_d-12;Lol_peren;28.8
30;Div3;Leg-;-9;42;RT30_d-9;Ger_disse;6.6
30;Div3;Leg-;-6;42;RT30_d-6;Ver_persi;20
30;Div3;Leg-;-3;42;RT30_d-3;Lol_peren;30
30;Div3;Leg-;0;42;RT30_d0;Bra_napus;80
30;Div3;Leg-;3;42;RT30_d+3;Ger_disse;20
30;Div3;Leg-;6;42;RT30_d+6;Ver_persi;20
30;Div3;Leg-;9;42;RT30_d+9;Lol_peren;65.8
30;Div3;Leg-;12;42;RT30_d+12;Ger_disse;10
30;Div3;Leg-;15;42;RT30_d+15;Bra_napus;75
30;Div3;Leg-;18;42;RT30_d+18;Ver_persi;15.1
30;Div3;Leg-;21;42;RT30_d+21;Lol_peren;48.7
30;Div3;Leg-;24;42;RT30_d+24;Ger_disse;5.6
31;Div2;Leg+;-24;42;RT31_d-24;Tri_alexa;47
31;Div2;Leg+;-21;42;RT31_d-21;Ger_disse;11.9
31;Div2;Leg+;-18;42;RT31_d-18;Tri_alexa;37.6
31;Div2;Leg+;-15;42;RT31_d-15;Bra_napus;93.8
31;Div2;Leg+;-12;42;RT31_d-12;Lol_peren;52
31;Div2;Leg+;-9;42;RT31_d-9;Tri_alexa;22.3
31;Div2;Leg+;-6;42;RT31_d-6;Ver_persi;7.1
31;Div2;Leg+;-3;42;RT31_d-3;Tri_alexa;13.5
31;Div2;Leg+;0;42;RT31_d0;Bra_napus;104
31;Div2;Leg+;3;42;RT31_d+3;Ger_disse;6.1
31;Div2;Leg+;6;42;RT31_d+6;Tri_alexa;44.1
31;Div2;Leg+;9;42;RT31_d+9;Lol_peren;26.2
31;Div2;Leg+;12;42;RT31_d+12;Tri_alexa;32.7
31;Div2;Leg+;15;42;RT31_d+15;Bra_napus;79.6
31;Div2;Leg+;18;42;RT31_d+18;Ver_persi;10
31;Div2;Leg+;21;42;RT31_d+21;Tri_alexa;9.7
31;Div2;Leg+;24;42;RT31_d+24;Ger_disse;7.8
32;Div3;Leg+;-24;42;RT32_d-24;Tri_alexa;21.3
32;Div3;Leg+;-21;42;RT32_d-21;Ger_disse;8.9
32;Div3;Leg+;-18;42;RT32_d-18;Tri_alexa;16.6
32;Div3;Leg+;-15;42;RT32_d-15;Bra_napus;91.4
32;Div3;Leg+;-12;42;RT32_d-12;Lol_peren;24.8
32;Div3;Leg+;-9;42;RT32_d-9;Tri_alexa;32
32;Div3;Leg+;0;42;RT32_d0;Bra_napus;54.2
32;Div3;Leg+;3;42;RT32_d+3;Ger_disse;24.3
32;Div3;Leg+;6;42;RT32_d+6;Tri_alexa;46.5
32;Div3;Leg+;9;42;RT32_d+9;Lol_peren;49.3
32;Div3;Leg+;12;42;RT32_d+12;Tri_alexa;57.9
32;Div3;Leg+;15;42;RT32_d+15;Bra_napus;79.5
32;Div3;Leg+;18;42;RT32_d+18;Ver_persi;10
32;Div3;Leg+;21;42;RT32_d+21;Tri_alexa;68.3
32;Div3;Leg+;24;42;RT32_d+24;Ger_disse;24
33;Div0;Leg+;-24;42;RT33_d-24;Tri_alexa;66.5
33;Div0;Leg+;-21;42;RT33_d-21;Ger_disse;24
33;Div0;Leg+;-18;42;RT33_d-18;Tri_alexa;63
33;Div0;Leg+;-15;42;RT33_d-15;Bra_napus;95.8
33;Div0;Leg+;-12;42;RT33_d-12;Lol_peren;22.3
33;Div0;Leg+;-9;42;RT33_d-9;Tri_alexa;20.3
33;Div0;Leg+;-6;42;RT33_d-6;Ver_persi;14.9
33;Div0;Leg+;-3;42;RT33_d-3;Tri_alexa;40
33;Div0;Leg+;0;42;RT33_d0;Bra_napus;83
33;Div0;Leg+;3;42;RT33_d+3;Ger_disse;9.6
33;Div0;Leg+;9;42;RT33_d+9;Lol_peren;32.2
33;Div0;Leg+;12;42;RT33_d+12;Tri_alexa;41.1
33;Div0;Leg+;15;42;RT33_d+15;Bra_napus;79.6
33;Div0;Leg+;18;42;RT33_d+18;Ver_persi;14.6
33;Div0;Leg+;21;42;RT33_d+21;Tri_alexa;12.6
33;Div0;Leg+;24;42;RT33_d+24;Ger_disse;14
34;Div1;Leg+;-24;42;RT34_d-24;Tri_alexa;20.2
34;Div1;Leg+;-21;42;RT34_d-21;Ger_disse;15.5
34;Div1;Leg+;-18;42;RT34_d-18;Tri_alexa;25.8
34;Div1;Leg+;-15;42;RT34_d-15;Bra_napus;96.5
34;Div1;Leg+;-12;42;RT34_d-12;Lol_peren;14.4
34;Div1;Leg+;-9;42;RT34_d-9;Tri_alexa;38.3
34;Div1;Leg+;-6;42;RT34_d-6;Ver_persi;13
34;Div1;Leg+;0;42;RT34_d0;Bra_napus;76
34;Div1;Leg+;3;42;RT34_d+3;Ger_disse;25.1
34;Div1;Leg+;6;42;RT34_d+6;Tri_alexa;3.5
34;Div1;Leg+;9;42;RT34_d+9;Lol_peren;17.8
34;Div1;Leg+;12;42;RT34_d+12;Tri_alexa;17.9
34;Div1;Leg+;15;42;RT34_d+15;Bra_napus;77.7
34;Div1;Leg+;18;42;RT34_d+18;Ver_persi;23.7
34;Div1;Leg+;21;42;RT34_d+21;Tri_alexa;51.6
34;Div1;Leg+;24;42;RT34_d+24;Ger_disse;16.9
35;Div2;Leg+;-24;42;RT35_d-24;Tri_alexa;30.5
35;Div2;Leg+;-21;42;RT35_d-21;Ger_disse;12.7
35;Div2;Leg+;-18;42;RT35_d-18;Tri_alexa;35.4
35;Div2;Leg+;-15;42;RT35_d-15;Bra_napus;79.7
35;Div2;Leg+;-12;42;RT35_d-12;Lol_peren;57.9
35;Div2;Leg+;-9;42;RT35_d-9;Tri_alexa;30.2
35;Div2;Leg+;-6;42;RT35_d-6;Ver_persi;28.5
35;Div2;Leg+;-3;42;RT35_d-3;Tri_alexa;50.4
35;Div2;Leg+;0;42;RT35_d0;Bra_napus;78.2
35;Div2;Leg+;3;42;RT35_d+3;Ger_disse;4.4
35;Div2;Leg+;9;42;RT35_d+9;Lol_peren;15
35;Div2;Leg+;12;42;RT35_d+12;Tri_alexa;17.5
35;Div2;Leg+;15;42;RT35_d+15;Bra_napus;83.7
35;Div2;Leg+;18;42;RT35_d+18;Ver_persi;10.7
35;Div2;Leg+;21;42;RT35_d+21;Tri_alexa;62.4
36;Div3;Leg+;-24;43;RT36_d-24;Tri_alexa;74.8
36;Div3;Leg+;-21;43;RT36_d-21;Ger_disse;22.2
36;Div3;Leg+;-18;43;RT36_d-18;Tri_alexa;6
36;Div3;Leg+;-12;43;RT36_d-12;Lol_peren;53.1
36;Div3;Leg+;-9;43;RT36_d-9;Tri_alexa;27.9
36;Div3;Leg+;-6;43;RT36_d-6;Ver_persi;13
36;Div3;Leg+;-3;43;RT36_d-3;Tri_alexa;51.8
36;Div3;Leg+;3;43;RT36_d+3;Ger_disse;29.3
36;Div3;Leg+;6;43;RT36_d+6;Tri_alexa;39.7
36;Div3;Leg+;9;43;RT36_d+9;Lol_peren;51.5
36;Div3;Leg+;12;43;RT36_d+12;Tri_alexa;49.5
36;Div3;Leg+;15;43;RT36_d+15;Bra_napus;85.9
36;Div3;Leg+;18;43;RT36_d+18;Ver_persi;11.2
36;Div3;Leg+;21;43;RT36_d+21;Tri_alexa;63
36;Div3;Leg+;24;43;RT36_d+24;Ger_disse;12.8
37;Div0;Leg+;-24;43;RT37_d-24;Tri_alexa;60.5
37;Div0;Leg+;-21;43;RT37_d-21;Ger_disse;22.4
37;Div0;Leg+;-18;43;RT37_d-18;Tri_alexa;26
37;Div0;Leg+;-15;43;RT37_d-15;Bra_napus;58.1
37;Div0;Leg+;-12;43;RT37_d-12;Lol_peren;86
37;Div0;Leg+;-9;43;RT37_d-9;Tri_alexa;56.8
37;Div0;Leg+;-6;43;RT37_d-6;Ver_persi;34.5
37;Div0;Leg+;-3;43;RT37_d-3;Tri_alexa;49.2
37;Div0;Leg+;0;43;RT37_d0;Bra_napus;98
37;Div0;Leg+;6;43;RT37_d+6;Tri_alexa;47.3
37;Div0;Leg+;9;43;RT37_d+9;Lol_peren;72.4
37;Div0;Leg+;12;43;RT37_d+12;Tri_alexa;78.7
37;Div0;Leg+;15;43;RT37_d+15;Bra_napus;93.5
37;Div0;Leg+;18;43;RT37_d+18;Ver_persi;9.3
37;Div0;Leg+;21;43;RT37_d+21;Tri_alexa;41.8
38;Div1;Leg+;-24;43;RT38_d-24;Tri_alexa;45
38;Div1;Leg+;-21;43;RT38_d-21;Ger_disse;9.7
38;Div1;Leg+;-18;43;RT38_d-18;Tri_alexa;65.1
38;Div1;Leg+;-15;43;RT38_d-15;Bra_napus;61
38;Div1;Leg+;-12;43;RT38_d-12;Lol_peren;55.5
38;Div1;Leg+;-9;43;RT38_d-9;Tri_alexa;26.2
38;Div1;Leg+;-6;43;RT38_d-6;Ver_persi;30.2
38;Div1;Leg+;-3;43;RT38_d-3;Tri_alexa;36.4
38;Div1;Leg+;0;43;RT38_d0;Bra_napus;89.1
38;Div1;Leg+;6;43;RT38_d+6;Tri_alexa;46.1
38;Div1;Leg+;9;43;RT38_d+9;Lol_peren;12
38;Div1;Leg+;15;43;RT38_d+15;Bra_napus;95.5
38;Div1;Leg+;18;43;RT38_d+18;Ver_persi;7.2
38;Div1;Leg+;24;43;RT38_d+24;Ger_disse;9.1
39;Div2;Leg+;-24;44;RT39_d-24;Tri_alexa;9.6
39;Div2;Leg+;-21;44;RT39_d-21;Ger_disse;10.3
39;Div2;Leg+;-18;44;RT39_d-18;Tri_alexa;43.3
39;Div2;Leg+;-15;44;RT39_d-15;Bra_napus;81.2
39;Div2;Leg+;-12;44;RT39_d-12;Lol_peren;60
39;Div2;Leg+;-9;44;RT39_d-9;Tri_alexa;50.7
39;Div2;Leg+;-3;44;RT39_d-3;Tri_alexa;10.3
39;Div2;Leg+;0;44;RT39_d0;Bra_napus;79
39;Div2;Leg+;3;44;RT39_d+3;Ger_disse;29.1
39;Div2;Leg+;6;44;RT39_d+6;Tri_alexa;58.4
39;Div2;Leg+;9;44;RT39_d+9;Lol_peren;62.3
39;Div2;Leg+;12;44;RT39_d+12;Tri_alexa;43.6
39;Div2;Leg+;15;44;RT39_d+15;Bra_napus;76.1
39;Div2;Leg+;18;44;RT39_d+18;Ver_persi;16.2
39;Div2;Leg+;21;44;RT39_d+21;Tri_alexa;42
39;Div2;Leg+;24;44;RT39_d+24;Ger_disse;48.3
40;Div3;Leg+;-21;44;RT40_d-21;Ger_disse;3.6
40;Div3;Leg+;-18;44;RT40_d-18;Tri_alexa;56
40;Div3;Leg+;-15;44;RT40_d-15;Bra_napus;90.5
40;Div3;Leg+;-12;44;RT40_d-12;Lol_peren;28
40;Div3;Leg+;-9;44;RT40_d-9;Tri_alexa;33.5
40;Div3;Leg+;0;44;RT40_d0;Bra_napus;79.8
40;Div3;Leg+;3;44;RT40_d+3;Ger_disse;27.5
40;Div3;Leg+;6;44;RT40_d+6;Tri_alexa;12.5
40;Div3;Leg+;9;44;RT40_d+9;Lol_peren;45.8
40;Div3;Leg+;12;44;RT40_d+12;Tri_alexa;50.6
40;Div3;Leg+;15;44;RT40_d+15;Bra_napus;93.6
40;Div3;Leg+;18;44;RT40_d+18;Ver_persi;18.2
40;Div3;Leg+;24;44;RT40_d+24;Ger_disse;36.7
41;Div1;Leg-;-24;42;RT41_d-24;Lol_peren;54.8
41;Div1;Leg-;-21;42;RT41_d-21;Ger_disse;35.4
41;Div1;Leg-;-18;42;RT41_d-18;Ver_persi;14.2
41;Div1;Leg-;-15;42;RT41_d-15;Bra_napus;54.9
41;Div1;Leg-;-12;42;RT41_d-12;Lol_peren;24.3
41;Div1;Leg-;-9;42;RT41_d-9;Ger_disse;11.2
41;Div1;Leg-;-6;42;RT41_d-6;Ver_persi;7.5
41;Div1;Leg-;-3;42;RT41_d-3;Lol_peren;43.2
41;Div1;Leg-;0;42;RT41_d0;Bra_napus;84.6
41;Div1;Leg-;3;42;RT41_d+3;Ger_disse;6
41;Div1;Leg-;6;42;RT41_d+6;Ver_persi;18.6
41;Div1;Leg-;9;42;RT41_d+9;Lol_peren;61.2
41;Div1;Leg-;12;42;RT41_d+12;Ger_disse;4.2
41;Div1;Leg-;15;42;RT41_d+15;Bra_napus;86.3
41;Div1;Leg-;18;42;RT41_d+18;Ver_persi;12.5
41;Div1;Leg-;21;42;RT41_d+21;Lol_peren;55.5
41;Div1;Leg-;24;42;RT41_d+24;Ger_disse;8.3
42;Div2;Leg+;-24;42;RT42_d-24;Tri_alexa;30
42;Div2;Leg+;-21;42;RT42_d-21;Ger_disse;45.2
42;Div2;Leg+;-15;42;RT42_d-15;Bra_napus;87.9
42;Div2;Leg+;-12;42;RT42_d-12;Lol_peren;71.2
42;Div2;Leg+;-9;42;RT42_d-9;Tri_alexa;33.2
42;Div2;Leg+;0;42;RT42_d0;Bra_napus;82.6
42;Div2;Leg+;3;42;RT42_d+3;Ger_disse;41.1
42;Div2;Leg+;6;42;RT42_d+6;Tri_alexa;45.1
42;Div2;Leg+;9;42;RT42_d+9;Lol_peren;70.6
42;Div2;Leg+;15;42;RT42_d+15;Bra_napus;79.1
42;Div2;Leg+;18;42;RT42_d+18;Ver_persi;11.5
42;Div2;Leg+;21;42;RT42_d+21;Tri_alexa;38.4
42;Div2;Leg+;24;42;RT42_d+24;Ger_disse;6.4
